ID,Probability of 1
92,0.38648907435271074
93,0.6231229048287702
94,0.5871303247946793
95,0.2900243162767555
96,0.43384072000136537
97,0.2621793639187678
98,0.23761004115388396
99,0.6277840977807159
100,0.5823462044938033
101,0.34431032500860487
102,0.6129831929929813
103,0.32994621801514634
104,0.42122466968217526
105,0.39599963366247126
106,0.6615064009293521
107,0.6307575615377854
108,0.6212802797808991
109,0.25689953312444996
110,0.23947347334096677
111,0.6688710695433653
112,0.6816794255683527
113,0.3931660522861142
114,0.5609225004537466
115,0.7097917902098325
116,0.6074852225681412
117,0.2563538543696654
118,0.6887914039134586
119,0.39850292768706147
120,0.36017857717200624
121,0.3415307691462111
122,0.12452010033764396
123,0.3812457433663866
124,0.6325700837712012
125,0.6056407683693183
126,0.20161592931577718
127,0.6554013099333114
128,0.6028422656879525
129,0.6696927121725189
130,0.5747320437613392
131,0.5124461824759768
132,0.5937930683999124
133,0.49489472667263434
134,0.7109142172855851
135,0.11002049492667913
136,0.2670126081353216
137,0.4963758766887384
138,0.39612163531239986
139,0.21507748949437033
140,0.6810089083656568
141,0.48745687718587016
142,0.5512135413848117
143,0.6659661080555442
144,0.40663418470727547
145,0.30913970022394344
146,0.14482269876078604
147,0.18576638998287445
148,0.45102123276906136
149,0.24550008847071597
150,0.17514320770832742
151,0.16367153022031689
152,0.2898229418917083
153,0.6600944104588369
154,0.3022188584628821
155,0.33642874536675815
156,0.6524882480200109
157,0.6151709640312355
158,0.1404283954820515
159,0.4750684353797949
160,0.6699346946313136
161,0.5541757862793505
162,0.359667907287091
163,0.6187242847846072
164,0.6345633256457632
165,0.6482652276832437
166,0.12897832555912409
167,0.42127190191683983
168,0.39419114497136554
169,0.26345245817733637
170,0.1418233281762415
171,0.12864220672072824
172,0.6799182064402904
173,0.11924789311471758
174,0.6457068126351346
175,0.6164608049626569
176,0.4607882964706759
177,0.18886607096260896
178,0.3659259035822872
179,0.5697367480623589
180,0.5292709668312099
181,0.19465578705092024
182,0.5741652725548626
183,0.12501164461363026
184,0.6466310726234759
185,0.14026681928259752
186,0.6902333638046724
187,0.7343084208294742
188,0.6357419840076692
189,0.336021231775848
190,0.5946928673362302
191,0.12634802072732476
192,0.6617698727807537
193,0.5400548620440712
194,0.5957402933358046
195,0.1554821030873991
196,0.15504921950859382
197,0.39481991126291194
198,0.1644440462342084
199,0.2632640977997619
200,0.5475308818512447
201,0.4036813898698786
202,0.6885660270738221
203,0.4506190392419189
204,0.6673552453231625
205,0.12826912913920188
206,0.5346099091868665
207,0.640072117814045
208,0.3050767322174758
209,0.3844829146441089
210,0.15851965469583942
211,0.6971516453616713
212,0.5866801004159955
213,0.6557053071445814
214,0.3471635420900226
215,0.4292100656526383
216,0.1163450112799235
217,0.1727311673415577
218,0.46084587016600054
219,0.3270597824763512
220,0.609889173434724
221,0.22046862373095566
222,0.6099006279595508
223,0.5635215099624993
224,0.6933894400378416
225,0.24722975255238314
226,0.1958058128380384
227,0.17558462840359307
228,0.6597355297727161
229,0.4253554998525245
230,0.67210155522776
231,0.7188178709337003
232,0.4420519867817574
233,0.17171000264687503
234,0.2856875029964769
235,0.30473715080103786
236,0.2808966372793854
237,0.513392669052625
238,0.11223073524207561
239,0.6072163252269719
240,0.34678433593763547
241,0.11303186744813185
242,0.13148075719696986
243,0.6412377785060365
244,0.5747931522442487
245,0.5864090608361471
246,0.5721647182175253
247,0.6280497355413553
248,0.4908187704053756
249,0.15702435504892592
250,0.49766779050746884
251,0.11937719716697007
252,0.10880338365937658
253,0.5517988974940949
254,0.14135544068243625
255,0.35833686651592545
256,0.14761805455708096
257,0.6467705448098114
258,0.1557278940681926
259,0.2677199968736519
260,0.2602508409554579
261,0.27541379893277285
262,0.6868119638480423
263,0.3296110702849341
264,0.23815100951032
265,0.18882355973045617
266,0.6439630660134087
267,0.18551473745305627
268,0.6571988401747205
269,0.12479621285098372
270,0.3465237134253381
271,0.6578168138809591
272,0.6857605735396931
273,0.15915971694318923
274,0.17861117104088375
275,0.2656862142152125
276,0.48681800666624514
277,0.22349829328576587
278,0.5479597503736058
279,0.2474679771886054
280,0.7047019605346507
281,0.13060310459826474
282,0.1607710407496259
283,0.21925006314514306
284,0.23867725845209767
285,0.5805364603387895
286,0.12939863916025912
287,0.1508868754911929
288,0.6719072509653654
289,0.2261696569031974
290,0.17746491186213578
291,0.22203224418652728
292,0.22789365754093197
293,0.16642407736422327
294,0.27457449722949634
295,0.2082584009797513
296,0.6250525903316609
297,0.40471209735214264
298,0.1362830141578242
299,0.18104775441405602
300,0.13318012019530712
301,0.15803920480749958
302,0.6730509528647378
303,0.26248356476247353
304,0.14645873670309037
305,0.6232090928382219
306,0.2843269965404018
307,0.6723531185698521
308,0.5899070327891642
309,0.43969422478708253
310,0.6451780590603534
311,0.2795130369965095
312,0.5559170771687103
313,0.13026642715318798
314,0.6264105106590242
315,0.7005049800255574
316,0.13721912587663793
317,0.18300084432906566
318,0.21633041057033556
319,0.314319861128589
320,0.15784801137313798
321,0.4378346391050276
322,0.19772571726608587
323,0.6641671121795911
324,0.7111967465181763
325,0.36007688598394827
326,0.6624395524282936
327,0.12839431168244136
328,0.1898797599038063
329,0.23002590846897591
330,0.3404060636826698
331,0.20832428415893062
332,0.16169217156613375
333,0.7231459437987002
334,0.6354677277647911
335,0.21532182160819452
336,0.1728738692860444
337,0.1259868888397564
338,0.18899031585528103
339,0.18323763665351703
340,0.33555205032324786
341,0.27841073534469774
342,0.5756547441826988
343,0.26053532728019313
344,0.5054581459664076
345,0.22896556233717905
346,0.68136461452434
347,0.11178093959673967
348,0.38447640890845286
349,0.4627407911208444
350,0.6858241750490164
351,0.5454090097930764
352,0.30930367622782506
353,0.28417983767762417
354,0.42739361988329383
355,0.27083935988140817
356,0.18070091751007927
357,0.13299438935883723
358,0.35767116660833426
359,0.6180392413092005
360,0.6264266314230055
361,0.5268659439146058
362,0.1810985332935382
363,0.3993568546357943
364,0.2547512176975879
365,0.5873914791060382
366,0.5718496661291652
367,0.5304930953267368
368,0.5467738329535481
369,0.6334935087730095
370,0.2344979586129614
371,0.7093216634469665
372,0.27889068995033195
373,0.2027158732350843
374,0.23342284667919797
375,0.1428092909860182
376,0.6285388794918502
377,0.5896454693466369
378,0.44133279049550433
379,0.12644061344705887
380,0.5648972884277979
381,0.5596833714175512
382,0.6847298843475939
383,0.5630241260807787
384,0.6708510474979644
385,0.3716532713367894
386,0.6070816637518354
387,0.2931749532193414
388,0.6984299891613941
389,0.11356786019688458
390,0.20698213164282175
391,0.6176823947145049
392,0.5230627573521802
393,0.6681109396413156
394,0.30782529978745465
395,0.45770981736740357
396,0.6939166772736878
397,0.6758566156117827
398,0.2852004630926149
399,0.17702160480423124
400,0.539971454846871
401,0.6499283093529604
402,0.6088905205216816
403,0.16763648825265406
404,0.167489323126057
405,0.24476093670995897
406,0.16618627304330214
407,0.3697284759294602
408,0.6626860427413618
409,0.5422386973726385
410,0.5962310452669919
411,0.18417328015745305
412,0.13140126534221847
413,0.6124552943716461
414,0.5096163254165627
415,0.2277169227129785
416,0.17393998751179834
417,0.6626206621910918
418,0.13438863916951854
419,0.5896751007211737
420,0.610860167976891
421,0.489378215767241
422,0.32344794688660283
423,0.1731345027484521
424,0.2092974981289427
425,0.6290429035833275
426,0.572845147425648
427,0.6617410845057764
428,0.7086411816391405
429,0.7194400328334598
430,0.27153053778906877
431,0.2991400524326031
432,0.46354363629517914
433,0.33914193052699415
434,0.6000797367156532
435,0.706902778181884
436,0.47597859611288806
437,0.13890012938773652
438,0.15730962184658628
439,0.6871381981259139
440,0.664446313792956
441,0.5426401153173617
442,0.20574711700768242
443,0.5082510003108904
444,0.46052779314774395
445,0.3490510212383921
446,0.44783403324838494
447,0.3908843193803811
448,0.2505077677362856
449,0.34843341815231
450,0.5727536115692453
451,0.6349586670815441
452,0.5991320821757624
453,0.586076776842812
454,0.16692102201228212
455,0.13062349611745563
456,0.1920617638871111
457,0.6224279983553563
458,0.3780892132102677
459,0.17171023622923093
460,0.5085833944187863
461,0.6467055616938845
462,0.3772493435294999
463,0.6647665806079102
464,0.15402082174609505
465,0.4072372317822609
466,0.514721619054648
467,0.2935428396603152
468,0.19200528918075538
469,0.13235229386099637
470,0.3292077805470655
471,0.2797547749924404
472,0.4630779293060245
473,0.4819387045183639
474,0.12391728792550498
475,0.37729555249871227
476,0.6292131231814314
477,0.7098284114415792
478,0.16735493599631326
479,0.721793678624634
480,0.5546472694880814
481,0.4855192717680648
482,0.3131152082725854
483,0.6939697961742493
484,0.6343375786078507
485,0.28974806370274575
486,0.643137383963274
487,0.6196903793771695
488,0.6661397874271792
489,0.6318628071880686
490,0.15515556155119306
491,0.6733506686894574
492,0.5726339192556127
493,0.2486535662033647
494,0.19720738556249084
495,0.3646085825937996
496,0.6230617622051984
497,0.1928948837646498
498,0.6117498355936889
499,0.6765219425791632
500,0.490963228614397
501,0.4742883487702604
502,0.5276351537311341
503,0.39409747448673205
504,0.6738601943152791
505,0.6622491844892517
506,0.6636378304400492
507,0.1307335300539704
508,0.6568837497385409
509,0.4979800220506047
510,0.4728639970240531
511,0.48952310462551524
512,0.2720111728344269
513,0.5399833080315399
514,0.24860404834541233
515,0.21913668380652496
516,0.2567069180320588
517,0.19277911306067436
518,0.44913815094011567
519,0.5449692874402556
520,0.6735278786320438
521,0.6840493245848588
522,0.16781738244836542
523,0.6103561878404944
524,0.23865624861528065
525,0.4546098973877622
526,0.11741602263861081
527,0.7208491317192829
528,0.18874443207350708
529,0.7034362091678293
530,0.1595039328967928
531,0.2637126246630913
532,0.16544686364031672
533,0.23124924444342562
534,0.6182928895724572
535,0.16818530113138333
536,0.14318032210121961
537,0.6373778550863609
538,0.6228369733181095
539,0.5840159138336706
540,0.15549646314348312
541,0.5030046679706304
542,0.5815814196798248
543,0.2632999337529675
544,0.15319125123840452
545,0.3697566019061237
546,0.6785383726158312
547,0.32597050593444743
548,0.41059075658118094
549,0.1723657693908455
550,0.21745698854678927
551,0.27737289763392337
552,0.6177349104550162
553,0.19341956116011078
554,0.18100257902996253
555,0.654578748871391
556,0.15834868911245467
557,0.5247763791480494
558,0.5468458106505732
559,0.5872510233417867
560,0.5821325205551504
561,0.6491243444592735
562,0.6031674559202689
563,0.23487246949875984
564,0.45070052321891885
565,0.20417578394926988
566,0.14077533829753297
567,0.12133692155981604
568,0.49996026790133075
569,0.6898734113295204
570,0.1964724079862284
571,0.42329361904476015
572,0.6347021403175386
573,0.623065366370904
574,0.5726567669999175
575,0.12571405823027168
576,0.5189223298961098
577,0.13344785376734394
578,0.6393752509216332
579,0.17440906662677674
580,0.1383333623513646
581,0.5868576876528935
582,0.2780820400962333
583,0.5204768376375666
584,0.389483236474392
585,0.5569219568521548
586,0.18227716278037445
587,0.5748890159354414
588,0.1248273994485852
589,0.1751298970571137
590,0.5742380794454881
591,0.5143070384303143
592,0.4075668959320865
593,0.21147481273892327
594,0.4713037360565391
595,0.18749839020841258
596,0.2717793006533918
597,0.616267529043337
598,0.6719085893054529
599,0.49767580514891974
600,0.6501216387485327
601,0.5312629711130314
602,0.3046572197808489
603,0.6807716903012893
604,0.617730308197916
605,0.582500960015753
606,0.6877837827889512
607,0.22400114119940198
608,0.6512667264214693
609,0.5120942523512376
610,0.6280860654500386
611,0.322988742298804
612,0.354585165919458
613,0.2546357415436108
614,0.3670017315629115
615,0.6031470298057824
616,0.5232805707062768
617,0.3875611382451287
618,0.17113117088062038
619,0.7247352627064478
620,0.6222622097075172
621,0.1470403242082093
622,0.3002500849698978
623,0.33348851706742366
624,0.6117196353809013
625,0.5380831585005035
626,0.16321115744939493
627,0.6155772057819987
628,0.4921276413372958
629,0.5646505642207675
630,0.5471106171945319
631,0.6843714778840667
632,0.15169951829420714
633,0.674709482863879
634,0.12842256551059675
635,0.2938466950052387
636,0.22739689100824229
637,0.6334617924551987
638,0.17977673101824926
639,0.5149932258186304
640,0.12816031708970407
641,0.41197747172361876
642,0.7030010415067377
643,0.622904299265112
644,0.13413199262493675
645,0.32151876995019274
646,0.6465707510190445
647,0.5756098549206172
648,0.5075267338514994
649,0.2934300563159581
650,0.6264228363187934
651,0.602683443481834
652,0.3412099648497813
653,0.5546581766988112
654,0.4631250487149378
655,0.1529186429253869
656,0.1669801004924501
657,0.15771017090835623
658,0.3143176200405625
659,0.13638989301068782
660,0.6340680836399589
661,0.6503306888496363
662,0.5563400542164201
663,0.27017865217665193
664,0.19096020910921768
665,0.49405070890574765
666,0.386460558807844
667,0.19864058171725346
668,0.5558453514816846
669,0.6160461551406783
670,0.5278141488010448
671,0.30190767463646007
672,0.616298483367012
673,0.5264240395643682
674,0.204173452545814
675,0.18778342855471056
676,0.6862045771950773
677,0.12930202430916
678,0.6209243847650512
679,0.2249285832761993
680,0.46400754204344563
681,0.3395101497528755
682,0.44206821598655066
683,0.4642278596110959
684,0.3300902429901201
685,0.4709100429729499
686,0.12505250039376054
687,0.3819690740738447
688,0.15293260635797976
689,0.31352425124115363
690,0.3449437421764101
691,0.43203097452893824
692,0.522641448173051
693,0.21874294066947403
694,0.6285423020939549
695,0.6649801696798802
696,0.1611713543563435
697,0.28406628942147283
698,0.40497413585328035
699,0.5998851135955428
700,0.6340337148727991
701,0.6168970274520976
702,0.19397306752824856
703,0.3428999922665293
704,0.5451438819329437
705,0.21127664476414282
706,0.5413625002486511
707,0.54720345306319
708,0.5115183978642639
709,0.40949052913931183
710,0.6147569998647694
711,0.11353108639175877
712,0.5596328924293432
713,0.19779206242375044
714,0.4958323061299188
715,0.21997501328832283
716,0.2188098607824523
717,0.1704520960200858
718,0.21417901491706237
719,0.37642841436035634
720,0.24043206768111064
721,0.49807595750497624
722,0.19139661287059445
723,0.40113145601779276
724,0.444728788680096
725,0.6524122059997353
726,0.6513389134502519
727,0.17709037196380173
728,0.12639759255076605
729,0.13235573178496168
730,0.35246920367629836
731,0.16482130923120633
732,0.5463025580798199
733,0.42957970482610924
734,0.49198375266701744
735,0.16991498703478292
736,0.43884979415681596
737,0.4320754111089743
738,0.18448447369803156
739,0.13005345001061822
740,0.2551552325871126
741,0.1431720643869132
742,0.6272529020825852
743,0.6340840444854032
744,0.26437761531176934
745,0.14348649525158197
746,0.2623603834910472
747,0.12473683302819502
748,0.2713075171039471
749,0.6357835091726644
750,0.4905154132942952
751,0.3274469262640461
752,0.3555532529097204
753,0.5190813671686281
754,0.6914336994035852
755,0.2261063913683123
756,0.5665328951771953
757,0.2415689554492128
758,0.5148428840984479
759,0.12790292982673004
760,0.2862310961692656
761,0.3080173037225781
762,0.6233398058814175
763,0.17510367898844068
764,0.11922878325169657
765,0.6697950598633327
766,0.3043822574420405
767,0.1554896404271452
768,0.11663313962987872
769,0.6202959624242708
770,0.21613185307613564
771,0.5179923482811695
772,0.6753087195400406
773,0.6129091108570993
774,0.38541621094162914
775,0.66082001803211
776,0.6238869304117924
777,0.23089121078029762
778,0.32360166984573135
779,0.19850933748508964
780,0.19913922478937052
781,0.3911136987951412
782,0.1940556476249923
783,0.21764008755928987
784,0.15342081012114256
785,0.6384560773432212
786,0.38343662259333355
787,0.18954972618318683
788,0.5257606631129239
789,0.6593331202524545
790,0.6009668852506547
791,0.6281036660852137
792,0.20894090000006002
793,0.15817200836355733
794,0.39202143346818014
795,0.5275268211867958
796,0.6694844856157289
797,0.6939847330791578
798,0.4381386726262616
799,0.6833716233384239
800,0.12525893063389487
801,0.47383276273336483
802,0.1319567745712145
803,0.46716068351400536
804,0.3746207948079664
805,0.18024007667912653
806,0.3982263979112823
807,0.2536690345237533
808,0.5448451694388005
809,0.4663703875569917
810,0.6731865477029477
811,0.3244523270651952
812,0.5220737870867534
813,0.12531760588776047
814,0.6452579788692726
815,0.21009648923929974
816,0.6110551313739172
817,0.14057330177589447
818,0.15962505906396626
819,0.23865577713831937
820,0.1909583477496152
821,0.15724605735104774
822,0.5754733146266593
823,0.245614711250744
824,0.12040887578218466
825,0.12930067925963304
826,0.619586114578182
827,0.20088917948688936
828,0.40092768690255093
829,0.550341519911132
830,0.325208047868846
831,0.6319214243367177
832,0.6043269285261926
833,0.6254076121141374
834,0.4664116627539114
835,0.15324381845069415
836,0.21876092819343693
837,0.3259174937814837
838,0.12252048526440873
839,0.3021473668585774
840,0.6383173680359248
841,0.11610251366558888
842,0.6638303914537845
843,0.4003121143849608
844,0.707402543053521
845,0.5386988860397174
846,0.26562655306827193
847,0.4741127808812564
848,0.1410215591051864
849,0.490043808641759
850,0.2963698928614766
851,0.16856399379965023
852,0.5935340411118476
853,0.2547112971276385
854,0.6397098013151898
855,0.6125133589051911
856,0.6882548157889667
857,0.5535979305258926
858,0.5939464667328801
859,0.4823756204220544
860,0.599474409514886
861,0.1543959573576936
862,0.46506364173093856
863,0.45942100657796636
864,0.22364453503091317
865,0.6561867560388308
866,0.6167215153945549
867,0.6363176925361101
868,0.4556033279728678
869,0.5446857549447686
870,0.16043858619752033
871,0.5959905955970023
872,0.15868081790777996
873,0.4155357318746543
874,0.35012135710056086
875,0.12532856518452612
876,0.1735938831374162
877,0.5006773203355117
878,0.559742643195797
879,0.11840670518272733
880,0.6955606329648101
881,0.6570568263850393
882,0.5430197057954165
883,0.12741045664343806
884,0.6592501122431325
885,0.4371781564880613
886,0.16016949876363412
887,0.5415379501812005
888,0.14670372489116495
889,0.6336470705915516
890,0.5829736516979815
891,0.545121842068736
892,0.7045579649760236
893,0.6325649277757318
894,0.2327248694639923
895,0.518918580085111
896,0.49278621775187953
897,0.5546450896543327
898,0.21363191278164173
899,0.18076052221644145
900,0.6128784519080547
901,0.5346699159078816
902,0.6536470673181992
903,0.7039764149750778
904,0.38572005520543745
905,0.5952917405243284
906,0.12551220669879842
907,0.6523515511918473
908,0.43815831160255075
909,0.3646790167368069
910,0.5774358327801855
911,0.35718558560405617
912,0.5408553887757616
913,0.1569308076335774
914,0.1791120340911633
915,0.524236536792146
916,0.3113470193827191
917,0.6771916316919004
918,0.5203169167703637
919,0.13684378610396203
920,0.6512026136900614
921,0.6194994588672694
922,0.6285826246975686
923,0.5065189817888675
924,0.6565633712957418
925,0.6759647408219054
926,0.6519870198946213
927,0.19093651834156855
928,0.5088491444858543
929,0.18678627116150417
930,0.3025739322428978
931,0.6423304735891758
932,0.22135408465027223
933,0.3878416373338926
934,0.6928141722433214
935,0.15316886727620632
936,0.40311600835812234
937,0.3533556299390927
938,0.4141099730740767
939,0.6874918320597218
940,0.5072648718872104
941,0.2010079374820563
942,0.6563000193518331
943,0.19324411963339028
944,0.40391233712424396
945,0.41888330746490093
946,0.5811035498703021
947,0.13991412716937354
948,0.4598463543865049
949,0.2978594355148053
950,0.13736950479676047
951,0.5560467127549965
952,0.4001384627975833
953,0.49013727735555845
954,0.2333515963091633
955,0.28489291227320174
956,0.18795741048501297
957,0.6427932585178853
958,0.18451265405295803
959,0.6797026374241549
960,0.26623784181355414
961,0.419880404775709
962,0.6556995617768512
963,0.266281066711232
964,0.4457561347441844
965,0.627498355602224
966,0.15885462983428633
967,0.2994161284874889
968,0.2861536261638546
969,0.1212844943859275
970,0.6134889082103666
971,0.21061635583092403
972,0.45685230207227556
973,0.5993323012750107
974,0.1379292079339616
975,0.4399408756528097
976,0.6776233055980799
977,0.31600412024264624
978,0.4266976544644924
979,0.33032368310806215
980,0.1517989428035532
981,0.23294985360823914
982,0.5811677132377367
983,0.15752709808743484
984,0.11742671993940783
985,0.5448812768586614
986,0.25261673224893405
987,0.135146028489794
988,0.1718711791922339
989,0.12464059088647565
990,0.4882698060511766
991,0.5460890401143185
992,0.11715275275192008
993,0.15877129782997484
994,0.11614740228708598
995,0.6541019795611447
996,0.6461862363307411
997,0.48960738108929436
998,0.6854433477182665
999,0.1868519935703629
1000,0.38276969162067337
1001,0.33635602191053365
1002,0.5068750033831075
1003,0.1891623800095777
1004,0.6606655279448823
1005,0.6924893294012726
1006,0.21515272887213896
1007,0.5160506738355976
1008,0.43023992377010173
1009,0.35152342818557053
1010,0.32653576374622995
1011,0.14389713514023822
1012,0.1397615749120804
1013,0.7084914792779992
1014,0.1949083823243399
1015,0.5001520643041004
1016,0.4226611763105648
1017,0.5844875877221987
1018,0.640085890370644
1019,0.5955000114766106
1020,0.5683783807822069
1021,0.39434833896096216
1022,0.5748975331142414
1023,0.5398107470935238
1024,0.5949662819831669
1025,0.13546650968041302
1026,0.6542146956178059
1027,0.5165592423953477
1028,0.47959643883626557
1029,0.31000932151182903
1030,0.3139237704556324
1031,0.3245677957957662
1032,0.5231652598434896
1033,0.5611296236230043
1034,0.14630798144636778
1035,0.2333898671847256
1036,0.5100828987839695
1037,0.16870783895999594
1038,0.49047446939360767
1039,0.12391656835085973
1040,0.6117597587226486
1041,0.6439730989474096
1042,0.21720553683035013
1043,0.6128953277719543
1044,0.1253077557209641
1045,0.6781641834650134
1046,0.22243004995556923
1047,0.26625700610422126
1048,0.2190938844267558
1049,0.618626044736096
1050,0.1563595010557538
1051,0.4082484197232919
1052,0.6121701848696681
1053,0.1297038828720731
1054,0.5296479375486556
1055,0.5566726788583167
1056,0.3353432943000566
1057,0.2605347101273184
1058,0.1449295726010649
1059,0.1326687921906275
1060,0.12145020135407876
1061,0.17943429274224015
1062,0.5569553697272538
1063,0.4490715362494842
1064,0.4142078719143494
1065,0.15677303078024316
1066,0.7158276981033802
1067,0.5471768303980176
1068,0.2604532080535275
1069,0.6374669234207688
1070,0.12693377991668892
1071,0.13753998739174872
1072,0.5698101771912004
1073,0.18703942816378802
1074,0.6733472404587685
1075,0.6453692409589296
1076,0.1918336031243369
1077,0.5784826878901809
1078,0.5301401817455293
1079,0.5118230122732531
1080,0.49834028768359806
1081,0.17945833657282195
1082,0.3842426244304196
1083,0.5628682438334603
1084,0.46875428190523927
1085,0.5083138303008263
1086,0.13033048472400027
1087,0.6954446845563915
1088,0.4249079758756899
1089,0.2069562206148854
1090,0.6796260882399233
1091,0.38450123072815034
1092,0.31860873036688553
1093,0.6477754577932611
1094,0.20280347876009602
1095,0.45901913714314296
1096,0.45327436384985625
1097,0.6802198092768497
1098,0.1280527113829342
1099,0.1889087673862939
1100,0.45293178121784256
1101,0.6505810423023212
1102,0.2950706722028534
1103,0.4410785158807279
1104,0.5958918586071916
1105,0.45231347775476227
1106,0.4246068738331662
1107,0.37410482405604906
1108,0.6319539021532934
1109,0.6529228668666167
1110,0.6804711088466524
1111,0.5009577959445122
1112,0.6273026103278002
1113,0.4290752382026886
1114,0.17497761595977462
1115,0.13160728854708983
1116,0.6059992320181168
1117,0.1596038608060996
1118,0.7010599636341911
1119,0.13316058764717514
1120,0.23316717063834053
1121,0.45412586786690723
1122,0.6679447730971405
1123,0.20361794576853956
1124,0.40634291346371076
1125,0.6946118127056611
1126,0.2152403434359515
1127,0.38517265953513896
1128,0.5950780025192879
1129,0.5798035521138123
1130,0.15311474019795324
1131,0.6696168111982644
1132,0.14220592495100465
1133,0.1204399998126032
1134,0.675400877738755
1135,0.4675141365165768
1136,0.66221417657224
1137,0.11593941881683949
1138,0.690122190082999
1139,0.4082892763895659
1140,0.157213748291952
1141,0.1314289678340447
1142,0.4735092019332878
1143,0.715406787137597
1144,0.16574621853618385
1145,0.4331090308456876
1146,0.43555644004461935
1147,0.5739597051120622
1148,0.5869095068209518
1149,0.5962971746237902
1150,0.1170568399434285
1151,0.5378074861903566
1152,0.5514971405736917
1153,0.2721300518373157
1154,0.14260821278467967
1155,0.20745638819647602
1156,0.38765112260385626
1157,0.17777734949536989
1158,0.6886689502366917
1159,0.18814422341434595
1160,0.16939563257665946
1161,0.3053829606532244
1162,0.6243448532947979
1163,0.26742286380379027
1164,0.5120652972782761
1165,0.4591689221055354
1166,0.11983485024100107
1167,0.32939961716594424
1168,0.7056340282328717
1169,0.45922742916106724
1170,0.12301253892914214
1171,0.4294965203308278
1172,0.636864213582802
1173,0.15940469699185528
1174,0.33933774964779145
1175,0.155659518105126
1176,0.6914238494668099
1177,0.2029515544186006
1178,0.5510735473936433
1179,0.5193321264394306
1180,0.3979460160219234
1181,0.5495038312246714
1182,0.1934678518258594
1183,0.1415138268169015
1184,0.15564470579616357
1185,0.5631138092877952
1186,0.181488982230118
1187,0.3626093691152516
1188,0.6487240599667671
1189,0.13366408545038072
1190,0.33670173848809826
1191,0.32720746054997124
1192,0.24487399275668292
1193,0.1176522093583239
1194,0.39377207807189557
1195,0.47435788101681114
1196,0.35715025071355566
1197,0.2572215625757432
1198,0.41054695271095704
1199,0.1489640490712391
1200,0.602860066328895
1201,0.2039804002325544
1202,0.6676110132082463
1203,0.1446511178793904
1204,0.18436835571145335
1205,0.12590387341351267
1206,0.6560388364504253
1207,0.2831147820549818
1208,0.19311647760274284
1209,0.6048020424787977
1210,0.18896545833092177
1211,0.37854359903057266
1212,0.6814780225844025
1213,0.5812303037114391
1214,0.4640046581513378
1215,0.12412117505013616
1216,0.22097191359790574
1217,0.614706246488258
1218,0.1386649097178761
1219,0.5160108263169307
1220,0.6671802175264716
1221,0.12617888257860793
1222,0.4486154750896635
1223,0.23993783917201633
1224,0.281607399213759
1225,0.2806645240866493
1226,0.3983732366302761
1227,0.16347335154243506
1228,0.1305874263414851
1229,0.2295632950563319
1230,0.2966359747732956
1231,0.31232121184892636
1232,0.20251846481958274
1233,0.22870821366084285
1234,0.14709035224819442
1235,0.269852951464617
1236,0.5752731275241018
1237,0.2797336131546362
1238,0.19313110281263976
1239,0.1652635044763498
1240,0.5615927368402346
1241,0.5854967126646816
1242,0.684248113033485
1243,0.4074461407323645
1244,0.11729747369956675
1245,0.5937347057110443
1246,0.20345140908003723
1247,0.3106879256741561
1248,0.6294634390166297
1249,0.5936497267834973
1250,0.5370697716087238
1251,0.22575256344050015
1252,0.20099469024901812
1253,0.20713790420992714
1254,0.6492356793035052
